,O,sO,aO,C,sC,aC,F,sF,aF,FO,FC,OC,InOr
4503,0.2069136418568941,0.2069136418568941,0.0,0.2768141345794462,0.2768141345794462,0.0,0.07640934507806456,0.060281781069577704,0.016127564008486854,0.26968988963682483,0.21632011878755023,0.4277481094454463,0.08273074729683454
4513,0.2062263237451687,0.2062263237451687,0.0,0.2758946235864996,0.2758946235864996,0.0,0.07900275689208237,0.060081539270320984,0.018921217621761383,0.27698002151665796,0.22260732605449646,0.4277481094454463,0.0857795802140368
4523,0.20541409643840328,0.20541409643840328,0.0,0.2748080060150996,0.2748080060150996,0.0,0.08206748028158456,0.05984490669140659,0.02222257359017797,0.28547039854842504,0.22996110249320614,0.4277481094454463,0.08940469862290046
4533,0.2045177190336108,0.2045177190336108,0.0,0.2736088103828666,0.2736088103828666,0.0,0.08544972165097252,0.05958375800161267,0.025865963649359846,0.29468729816435424,0.23798270762973925,0.4277481094454463,0.09343359646145297
4543,0.2035272273673852,0.2035272273673852,0.0,0.2722837063881091,0.2722837063881091,0.0,0.08918707811671048,0.059295190262729856,0.02989188785398062,0.30468985097674484,0.2467338494282138,0.4277481094454463,0.09792030391081649
4553,0.20250778051481264,0.20250778051481264,0.0,0.2709198654363376,0.2709198654363376,0.0,0.09303368926535022,0.05899818678133855,0.03403550248401167,0.3147906428649519,0.2556196747181235,0.4277481094454463,0.10257678611016126
4563,0.20133641526006205,0.20133641526006205,0.0,0.26935278432771514,0.26935278432771514,0.0,0.09745352403818072,0.058656923715231866,0.03879660032294886,0.3261606607875296,0.26568115600937015,0.4277481094454463,0.10797618364675031
4573,0.20006678121136226,0.20006678121136226,0.0,0.26765423682128003,0.26765423682128003,0.0,0.10224414992916961,0.05828703122735455,0.043957118701815054,0.33820857731949006,0.2764114513377107,0.4277481094454463,0.11388859222816854
4583,0.1983905398206264,0.1983905398206264,0.0,0.2654117200603808,0.2654117200603808,0.0,0.10856900031753922,0.057798678619816045,0.05077032169772317,0.3536915655681241,0.2903064099342517,0.4277481094454463,0.12179181603086822
4593,0.1966229118084902,0.1966229118084902,0.0,0.2630469440405557,0.2630469440405557,0.0,0.11523867377915502,0.05728370162804407,0.057954972151110944,0.3695186554060807,0.30463403404904826,0.4277481094454463,0.13024831710421114
4603,0.2210413120042417,0.2210413120042417,0.0,0.28022084217451415,0.28022084217451415,0.0,0.046521928794805135,0.02982815733299756,0.016693771461807578,0.17387264654095513,0.14238089692632705,0.4409694810620309,0.048791818291113384
4613,0.22027540705961576,0.22027540705961576,0.0,0.27924988101497944,0.27924988101497944,0.0,0.04933071857084105,0.02972480319985712,0.019605915370983933,0.18297328540100602,0.15013277908988834,0.4409694810620309,0.05189051496087183
4623,0.21947052487420177,0.21947052487420177,0.0,0.27822950721334533,0.27822950721334533,0.0,0.05228244889869302,0.0296161893292491,0.022666259569443917,0.19238961095007445,0.15818625599423125,0.4409694810620309,0.055166699021177296
4633,0.2185393702127992,0.2185393702127992,0.0,0.27704905392591667,0.27704905392591667,0.0,0.055697256064003664,0.029490535769333855,0.026206720294669812,0.20309926073764195,0.16738654762449767,0.4409694810620309,0.058982414719933034
4643,0.21748562291368773,0.21748562291368773,0.0,0.2757131861964016,0.2757131861964016,0.0,0.05956164506036289,0.029348339091517742,0.030213305968845146,0.21498730341546513,0.17765021262436675,0.4409694810620309,0.06333391736684954
4653,0.21633512411357053,0.21633512411357053,0.0,0.27425466362536555,0.27425466362536555,0.0,0.06378084914017042,0.029193086397303447,0.03458776274286696,0.22769443812615076,0.1886809128968923,0.4409694810620309,0.06812598212885698
4663,0.21514458712803422,0.21514458712803422,0.0,0.2727453834202223,0.2727453834202223,0.0,0.06814688455543987,0.029032430797708345,0.03911445375773151,0.2405539572034185,0.1999073929136614,0.4409694810620309,0.07313050031809891
4673,0.21378869303882567,0.21378869303882567,0.0,0.27102647494952803,0.27102647494952803,0.0,0.07311933117806399,0.028849461280141337,0.04426986989792265,0.25485286226358395,0.21246614044442258,0.4409694810620309,0.0788875349736213
4683,0.21225159251794964,0.21225159251794964,0.0,0.2690778455346859,0.2690778455346859,0.0,0.0787563129707384,0.02864203907585926,0.050114273894879144,0.2706328985753268,0.2264191455754057,0.4409694810620309,0.08548912093466193
4693,0.21057428139535225,0.21057428139535225,0.0,0.26695146684510457,0.26695146684510457,0.0,0.08490748664501672,0.028415696318446287,0.056491790326570444,0.28735270946875,0.24131114414685648,0.4409694810620309,0.09278568604361356
4703,0.20828868366215567,0.20828868366215567,0.0,0.2640539445862056,0.2640539445862056,0.0,0.09328941914222544,0.028107269046785763,0.06518215009543966,0.3093375091716712,0.2610638075627515,0.4409694810620309,0.10288775835611287
4713,0.2283667720915133,0.2283667720915133,0.0,0.28235652835382585,0.28235652835382585,0.0,0.030466610505224024,0.014861248924575906,0.01560536158064812,0.11770742320626792,0.09739244550880714,0.4471438289429573,0.03142399306237424
4723,0.22710053270768735,0.22710053270768735,0.0,0.2807909286249007,0.2807909286249007,0.0,0.035050333485494044,0.014778846837316038,0.020271486648178006,0.13370290929981185,0.11097452325036317,0.4471438289429573,0.03632348370262599
4733,0.22625146985584793,0.22625146985584793,0.0,0.2797411329956858,0.2797411329956858,0.0,0.03812389837012988,0.014723593026622689,0.023400305343507188,0.14420367005425047,0.1199373778434121,0.4471438289429573,0.03963493666755009
4743,0.22531538622994884,0.22531538622994884,0.0,0.2785837434138433,0.2785837434138433,0.0,0.04151247408677175,0.014662676231892451,0.0268497978548793,0.15557773478937723,0.1296874871278102,0.4471438289429573,0.043310395768812404
4753,0.224192381427831,0.224192381427831,0.0,0.277195241337352,0.277195241337352,0.0,0.04557769507434509,0.014589595311428769,0.030988099762916322,0.16895015068128744,0.14120668102176542,0.4471438289429573,0.04775422246433709
4763,0.22296629507380272,0.22296629507380272,0.0,0.27567928749163806,0.27567928749163806,0.0,0.05001606610318972,0.014509806232030922,0.035506259871158796,0.1832208714421699,0.15356702375745532,0.4471438289429573,0.05264938102481909
4773,0.22168520811129103,0.22168520811129103,0.0,0.2740953299660257,0.2740953299660257,0.0,0.054653536572672856,0.01442643792030348,0.04022709865236938,0.19777732085733266,0.1662470722655384,0.4471438289429573,0.05781323428717127
4783,0.22031785710977378,0.22031785710977378,0.0,0.27240471412776873,0.27240471412776873,0.0,0.05960327853126863,0.014337455870004704,0.04526582266126393,0.21292882509486902,0.1795236254823524,0.4471438289429573,0.06338099354300063
4793,0.21868433834262355,0.21868433834262355,0.0,0.27038500397524035,0.27038500397524035,0.0,0.06551653443479732,0.014231152624575208,0.05128538181022212,0.2305289698603715,0.19504684243160797,0.4471438289429573,0.07010989155936648
4803,0.2169344439262216,0.2169344439262216,0.0,0.2682214050073353,0.2682214050073353,0.0,0.07185106434435709,0.014117276090455553,0.05773378825390153,0.2488042588239433,0.21128162618200927,0.4471438289429573,0.07741329175107184
4813,0.2148958814516138,0.2148958814516138,0.0,0.2657008919839609,0.2657008919839609,0.0,0.07923055812802257,0.013984614126957179,0.0652459440010654,0.2693758447600235,0.22969943187929087,0.4471438289429573,0.08604820547361158
4823,0.19243091211058644,0.19243091211058644,0.0,0.27325617125648016,0.27325617125648016,0.0,0.10714711355964283,0.09135432041149422,0.015792793148148625,0.35766012316800794,0.28166716176342943,0.41321934617393585,0.1200053392746693
4828,0.19214553820252744,0.19214553820252744,0.0,0.27285093396566545,0.27285093396566545,0.0,0.10825935282529144,0.0912188424929625,0.01704051033232893,0.36037812984631507,0.2840630562267475,0.41321934617393585,0.12140228570749609
4834,0.19205974239936352,0.19205974239936352,0.0,0.2727291020186809,0.2727291020186809,0.0,0.10859374030225398,0.09117811194085819,0.01741562836139578,0.36119235781488507,0.28478162923913597,0.41321934617393585,0.12182295010927505
4844,0.19148417807179444,0.19148417807179444,0.0,0.2719117878837619,0.2719117878837619,0.0,0.11083699109341094,0.09090486952142844,0.019932121571982514,0.36662001340978984,0.28958156676450497,0.41321934617393585,0.12465317380860015
4854,0.19074433679945837,0.19074433679945837,0.0,0.2708611968368313,0.2708611968368313,0.0,0.11372050808708586,0.090553638547645,0.02316686953944085,0.37350948721013316,0.29569921457804005,0.41321934617393585,0.12831224136940772
4864,0.1898556358494024,0.1898556358494024,0.0,0.26959922173968714,0.26959922173968714,0.0,0.11718420278431473,0.09013173818636232,0.0270524645979524,0.38165797411100616,0.3029711082591722,0.41321934617393585,0.1327391321653988
4874,0.1889355859220794,0.1889355859220794,0.0,0.2682927303982097,0.2682927303982097,0.0,0.12077007951174883,0.08969495526550325,0.031075124246245565,0.38995114714022755,0.3104128085120725,0.41321934617393585,0.13735892819102785
4884,0.18797208047673403,0.18797208047673403,0.0,0.2669245312555037,0.2669245312555037,0.0,0.12452532327691376,0.0892375423467217,0.03528778093019206,0.39848434508941155,0.3181130912046395,0.41321934617393585,0.1422374930854811
4894,0.18691439806032775,0.18691439806032775,0.0,0.2654225987211592,0.2654225987211592,0.0,0.12864761995818522,0.0887354200145963,0.0399121999435889,0.40767777049339915,0.3264586204695311,0.41321934617393585,0.14764132503088087
4904,0.18574456656374996,0.18574456656374996,0.0,0.263761412000876,0.263761412000876,0.0,0.13320701550186348,0.0881800562209434,0.04502695928092008,0.41764024068850886,0.3355607304587069,0.41321934617393585,0.15367800372656323
4914,0.1843104139721374,0.1843104139721374,0.0,0.26172488345209277,0.26172488345209277,0.0,0.1387965973812038,0.08749920908502244,0.051297388296181363,0.42956850982543227,0.34653970891257435,0.41321934617393585,0.16116587203341654
4924,0.18268456478346054,0.18268456478346054,0.0,0.25941614147573616,0.25941614147573616,0.0,0.14513331302549226,0.08672735623615273,0.05840595678933954,0.44272543643905143,0.35875295692693004,0.41321934617393585,0.16977303623695905
4934,0.23499454480998097,0.23499454480998097,0.0,0.2836972863407732,0.2836972863407732,0.0,0.016834546330794505,0.0,0.016834546330794505,0.0668490929881639,0.056015850903860555,0.4530523341550013,0.017122800916130068
4944,0.23367934232757906,0.23367934232757906,0.0,0.282109507460426,0.282109507460426,0.0,0.02153753029689766,0.0,0.02153753029689766,0.08438913178200307,0.07092949253175514,0.4530523341550013,0.02201160592642133
4954,0.2327807919691271,0.2327807919691271,0.0,0.28102473207323786,0.28102473207323786,0.0,0.024750623326358624,0.0,0.024750623326358624,0.09610720035052935,0.08094381345420647,0.4530523341550013,0.025378763543307755
4964,0.231863821866334,0.231863821866334,0.0,0.2799177194401218,0.2799177194401218,0.0,0.028029582839084043,0.0,0.028029582839084043,0.10785030451563322,0.0910207124129002,0.4530523341550013,0.028837897063737034
4974,0.23069974561698206,0.23069974561698206,0.0,0.27851238778315957,0.27851238778315957,0.0,0.03219216009184678,0.0,0.03219216009184678,0.1224539797261839,0.1036101991812408,0.4530523341550013,0.033262966845672454
4984,0.22952271104200292,0.22952271104200292,0.0,0.27709141218084987,0.27709141218084987,0.0,0.03640107454246903,0.0,0.03640107454246903,0.13688536534053683,0.11611466329844057,0.4530523341550013,0.03777616763653535
4994,0.22826522423703977,0.22826522423703977,0.0,0.2755733105820836,0.2755733105820836,0.0,0.04089767514994893,0.0,0.04089767514994893,0.15194395380304007,0.12923040971780733,0.4530523341550013,0.04264161819891636
5004,0.22684189400825036,0.22684189400825036,0.0,0.2738549944237198,0.2738549944237198,0.0,0.04598730912953302,0.0,0.04598730912953302,0.16855713611533238,0.14378119660420802,0.4530523341550013,0.04820408530160428
5014,0.2253019474846188,0.2253019474846188,0.0,0.27199589318280615,0.27199589318280615,0.0,0.05149394700940441,0.0,0.05149394700940441,0.18603580484289411,0.15918257889894732,0.4530523341550013,0.054289529146436526
5024,0.2232949959465778,0.2232949959465778,0.0,0.26957299989555955,0.26957299989555955,0.0,0.058670530866602184,0.0,0.058670530866602184,0.2080769643356974,0.17874085966103503,0.4530523341550013,0.062327307059254364
5034,0.22098263672977114,0.22098263672977114,0.0,0.2667814030294128,0.2667814030294128,0.0,0.06693921075888114,0.0,0.06693921075888114,0.23249090453797322,0.20058458480885485,0.4530523341550013,0.07174153231037007
5661,0.21539742743387696,0.21539742743387696,0.0,0.2979181662114723,0.2979181662114723,0.0,0.011145571104301099,0.0,0.011145571104301099,0.04919847965384283,0.03606237082713318,0.419619879271962,0.011271195009712293
5672,0.21455849449229758,0.21455849449229758,0.0,0.2967578303313864,0.2967578303313864,0.0,0.014440573278653305,0.0,0.014440573278653305,0.0630595286662784,0.04640310847078982,0.419619879271962,0.014652158852249684
5683,0.2138225325686871,0.2138225325686871,0.0,0.29573991461486376,0.29573991461486376,0.0,0.017331145359386825,0.0,0.017331145359386825,0.07497672334151483,0.05535850346822946,0.419619879271962,0.017636811503225325
5694,0.2129575019230931,0.2129575019230931,0.0,0.29454348275993264,0.29454348275993264,0.0,0.02072864916076044,0.0,0.02072864916076044,0.08870294223521354,0.0657484346443115,0.419619879271962,0.02116742120863222
5705,0.2120235046685433,0.2120235046685433,0.0,0.2932516625528067,0.2932516625528067,0.0,0.02439702696791498,0.0,0.02439702696791498,0.10319335126709751,0.07680506097703717,0.419619879271962,0.025007126507713733
5716,0.21090970993015914,0.21090970993015914,0.0,0.2917111627894228,0.2917111627894228,0.0,0.028771579334220677,0.0,0.028771579334220677,0.1200409903606796,0.08977575249003733,0.419619879271962,0.029623905892805003
5727,0.20962189081774774,0.20962189081774774,0.0,0.28992996831113926,0.28992996831113926,0.0,0.033829631730612854,0.0,0.033829631730612854,0.13895839046926786,0.10448997257919201,0.419619879271962,0.03501414744400492
5738,0.20813002775262415,0.20813002775262415,0.0,0.2878665587621247,0.2878665587621247,0.0,0.039689089381856786,0.0,0.039689089381856786,0.16015346128571348,0.12116747064734147,0.419619879271962,0.04132941627863968
5749,0.20638916141113342,0.20638916141113342,0.0,0.2854587504876484,0.2854587504876484,0.0,0.046526535018059346,0.0,0.046526535018059346,0.18396064647211444,0.1401463771118236,0.419619879271962,0.048796884996627134
5760,0.20432408085988515,0.20432408085988515,0.0,0.28260251855286483,0.28260251855286483,0.0,0.05463736792177809,0.0,0.05463736792177809,0.2109864930816177,0.16201336233662345,0.419619879271962,0.05779514238009065
5771,0.20211004958935047,0.20211004958935047,0.0,0.2795402715060424,0.2795402715060424,0.0,0.06333322129566223,0.0,0.06333322129566223,0.23859418656386858,0.18471308697021377,0.419619879271962,0.06761553066210922
5782,0.22147027039095477,0.22147027039095477,0.0,0.3006364269831163,0.3006364269831163,0.0,0.011641567997125487,0.0,0.011641567997125487,0.04993984036857373,0.03727950154752999,0.42418584458854225,0.011778690422597243
5793,0.2207287304277581,0.2207287304277581,0.0,0.2996298181745972,0.2996298181745972,0.0,0.014472525821528021,0.0,0.014472525821528021,0.06153251922340422,0.04607582878052815,0.42418584458854225,0.01468505566888656
5804,0.21995170811687503,0.21995170811687503,0.0,0.2985750435955186,0.2985750435955186,0.0,0.017438943681527475,0.0,0.017438943681527475,0.07346095370401114,0.055184087994937195,0.42418584458854225,0.017748458041751534
5815,0.2190631985895691,0.2190631985895691,0.0,0.2973689298848243,0.2973689298848243,0.0,0.02083098338703424,0.0,0.02083098338703424,0.08683404997735987,0.06546508191294509,0.42418584458854225,0.021274144742743695
5826,0.2180267566848832,0.2180267566848832,0.0,0.29596200429408787,0.29596200429408787,0.0,0.02478778068081849,0.0,0.02478778068081849,0.10208524147582541,0.07728073982265568,0.42418584458854225,0.025417832334097924
5837,0.21694178146045448,0.21694178146045448,0.0,0.29448919679599045,0.29448919679599045,0.0,0.028929862366664158,0.0,0.028929862366664158,0.11766245963282292,0.08945008510495571,0.42418584458854225,0.029791733105057873
5848,0.2156778850866319,0.2156778850866319,0.0,0.292773511484223,0.292773511484223,0.0,0.033755006669451096,0.0,0.033755006669451096,0.13532700692280653,0.10337537088740587,0.42418584458854225,0.034934211201551484
5859,0.21414872309514532,0.21414872309514532,0.0,0.2906977394332503,0.2906977394332503,0.0,0.03959284861921812,0.0,0.03959284861921812,0.15603611324591202,0.11987277279886822,0.42418584458854225,0.041225066433850786
5870,0.2125478558319967,0.2125478558319967,0.0,0.28852463054049615,0.28852463054049615,0.0,0.045704437919009765,0.0,0.045704437919009765,0.17697592247941707,0.13674584957456254,0.42418584458854225,0.047893377832905475
5881,0.21041339141284818,0.21041339141284818,0.0,0.2856271863130491,0.2856271863130491,0.0,0.05385312719834289,0.0,0.05385312719834289,0.20378339065182785,0.15863402104621813,0.42418584458854225,0.05691835881555806
5892,0.20823366502468937,0.20823366502468937,0.0,0.28266830089705136,0.28266830089705136,0.0,0.06217461191915868,0.0,0.06217461191915868,0.2299286568512458,0.1802983608142056,0.42418584458854225,0.06629657579050224
5903,0.20255349372621897,0.20255349372621897,0.0,0.2915994847916452,0.2915994847916452,0.0,0.012537766916815817,0.0,0.012537766916815817,0.05829045252388696,0.04122404225850713,0.40990038010849805,0.01269695842206416
5914,0.20163312378932918,0.20163312378932918,0.0,0.2902745044396522,0.2902745044396522,0.0,0.0163755142658632,0.0,0.0163755142658632,0.0751140615892361,0.053401315072441155,0.40990038010849805,0.01664813605533741
5925,0.20090696258276236,0.20090696258276236,0.0,0.28922911030788384,0.28922911030788384,0.0,0.019403452417451207,0.0,0.019403452417451207,0.0880732416460311,0.06286910313711501,0.40990038010849805,0.01978739621844098
5936,0.20016549046324003,0.20016549046324003,0.0,0.28816167432313444,0.28816167432313444,0.0,0.02249523382733248,0.0,0.02249523382733248,0.1010291954227912,0.07241182551278369,0.40990038010849805,0.02301291472512258
5947,0.1992259810419887,0.1992259810419887,0.0,0.28680914044107714,0.28680914044107714,0.0,0.026412788765075353,0.0,0.026412788765075353,0.11705784776109188,0.08432611609288478,0.40990038010849805,0.02712935057104196
5958,0.1981946071945891,0.1981946071945891,0.0,0.28532435695501296,0.28532435695501296,0.0,0.030713398867694145,0.0,0.030713398867694145,0.13417354594114714,0.09718268878267806,0.40990038010849805,0.03168660211728422
5969,0.1969550721107811,0.1969550721107811,0.0,0.28353990098157944,0.28353990098157944,0.0,0.03588199715765054,0.0,0.03588199715765054,0.15410775127169782,0.11233418048881,0.40990038010849805,0.03721743298213039
5980,0.19553492888793794,0.19553492888793794,0.0,0.2814954384324854,0.2814954384324854,0.0,0.04180369306522417,0.0,0.04180369306522417,0.1761352312624195,0.1293034499398905,0.40990038010849805,0.04362748297261986
5991,0.19390376347790766,0.19390376347790766,0.0,0.27914718472219546,0.27914718472219546,0.0,0.04860530671783491,0.0,0.04860530671783491,0.20042675797075493,0.14829881690381702,0.40990038010849805,0.051088477853659345
6002,0.1921481920703442,0.1921481920703442,0.0,0.276619834003415,0.276619834003415,0.0,0.05592566698319576,0.0,0.05592566698319576,0.22543958156883323,0.16817448083727793,0.40990038010849805,0.059238626692121175
6013,0.1902200547518059,0.1902200547518059,0.0,0.2738440544384707,0.2738440544384707,0.0,0.06396559048159459,0.0,0.06396559048159459,0.25164910639568006,0.1893539496089004,0.40990038010849805,0.0683367938519538
6024,0.18408043862115403,0.18408043862115403,0.0,0.283543980515236,0.283543980515236,0.0,0.010115246462724997,0.0,0.010115246462724997,0.05208790534329285,0.03444552574363394,0.3936501839683955,0.010218610223643674
6035,0.18309495516162563,0.18309495516162563,0.0,0.28202601421235424,0.28202601421235424,0.0,0.01464984941316153,0.0,0.01464984941316153,0.07408462358676508,0.049379984047686315,0.3936501839683955,0.014867658369399564
6046,0.18239333514958625,0.18239333514958625,0.0,0.2809452903043011,0.2809452903043011,0.0,0.017878283280739204,0.0,0.017878283280739204,0.08927017927384984,0.05982889189848785,0.3936501839683955,0.018203734808411434
6057,0.18162235131623972,0.18162235131623972,0.0,0.2797577234631014,0.2797577234631014,0.0,0.021425887790616088,0.0,0.021425887790616088,0.1055211701655809,0.07113895640412814,0.3936501839683955,0.021895007770276705
6068,0.18083891711512026,0.18083891711512026,0.0,0.2785509789902987,0.2785509789902987,0.0,0.025030781414674692,0.0,0.025030781414674692,0.12158555432601488,0.08245153259960025,0.3936501839683955,0.025673406849699536
6079,0.1798812643424913,0.1798812643424913,0.0,0.2770758810323809,0.2770758810323809,0.0,0.02943732426049282,0.0,0.02943732426049282,0.14063406626693234,0.09603933452839468,0.3936501839683955,0.030330163106739545
6090,0.17882544241463472,0.17882544241463472,0.0,0.2754495705217033,0.2754495705217033,0.0,0.03429558259339803,0.0,0.03429558259339803,0.1609206909177797,0.11072193462428058,0.3936501839683955,0.035513540142540476
6101,0.17753415208873694,0.17753415208873694,0.0,0.2734605617940601,0.2734605617940601,0.0,0.040237325060073395,0.0,0.040237325060073395,0.18476857294115667,0.12826775935147872,0.3936501839683955,0.041924244514501385
6112,0.17599986324607989,0.17599986324607989,0.0,0.27109725600792806,0.27109725600792806,0.0,0.0472972007438966,0.0,0.0472972007438966,0.21181290921953058,0.14854907094303724,0.3936501839683955,0.04964528369269783
6123,0.17430314795334775,0.17430314795334775,0.0,0.26848376045399547,0.26848376045399547,0.0,0.055104465389571984,0.0,0.055104465389571984,0.2402032983412871,0.17029193582652535,0.3936501839683955,0.058318050378226266
6134,0.17247106675041846,0.17247106675041846,0.0,0.26566175719934865,0.26566175719934865,0.0,0.06353460264648543,0.0,0.06353460264648543,0.2692079508464509,0.19299910447442162,0.3936501839683955,0.06784511507423183
6145,0.17095343084487508,0.17095343084487508,0.0,0.2633241023738067,0.2633241023738067,0.0,0.07051785151629265,0.0,0.07051785151629265,0.2920341119935718,0.2112312448887329,0.3936501839683955,0.07586789227886795
6156,0.24628283747352156,0.24628283747352156,0.0,0.29936624211303553,0.29936624211303553,0.0,0.016977423859759665,0.0,0.016977423859759665,0.06448912484465952,0.053667658581220606,0.4513575605408006,0.01727063474617253
6167,0.2450385829399703,0.2450385829399703,0.0,0.2978538029688284,0.2978538029688284,0.0,0.021222054383021095,0.0,0.021222054383021095,0.07970406214147745,0.06651100010872722,0.4513575605408006,0.021682195106719163
6178,0.2437094538010968,0.2437094538010968,0.0,0.2962381954840792,0.2962381954840792,0.0,0.02575622481205445,0.0,0.02575622481205445,0.09558258010672466,0.07998966189652236,0.4513575605408006,0.02643714588485382
6189,0.24229728342352305,0.24229728342352305,0.0,0.2945216481862877,0.2945216481862877,0.0,0.030573680828539257,0.0,0.030573680828539257,0.11204446362529459,0.09404527872236779,0.4513575605408006,0.03153791084883032
6197,0.2324679054495251,0.2324679054495251,0.0,0.2825736619742936,0.2825736619742936,0.0,0.06410546765195202,0.0,0.06410546765195202,0.2161538204915563,0.1849129704492568,0.4513575605408006,0.06849646561255042
6204,0.2307074956303781,0.2307074956303781,0.0,0.2804338162686683,0.2804338162686683,0.0,0.07011090227188756,0.0,0.07011090227188756,0.23306720187595117,0.20000558720092698,0.4513575605408006,0.07539705803969655
6210,0.22853521528192566,0.22853521528192566,0.0,0.27779332612569557,0.27779332612569557,0.0,0.07752138559623259,0.0,0.07752138559623259,0.2532910101393108,0.2181766840459491,0.4513575605408006,0.08403597046673822
6216,0.22693836857986305,0.22693836857986305,0.0,0.2758522976669891,0.2758522976669891,0.0,0.0829688435477814,0.0,0.0829688435477814,0.26772156407127506,0.23122618490899016,0.4513575605408006,0.09047549035167862
6227,0.25659458824670933,0.25659458824670933,0.0,0.2984531372799184,0.2984531372799184,0.0,0.016379193209721536,0.0,0.016379193209721536,0.06000280731113294,0.05202513091412166,0.46229283797758675,0.016651938528191183
6238,0.2551698261605036,0.2551698261605036,0.0,0.29679595223400174,0.29679595223400174,0.0,0.021047601066708832,0.0,0.021047601066708832,0.07619939580928535,0.06622000304280445,0.46229283797758675,0.02150012716618623
6249,0.2538829420633696,0.2538829420633696,0.0,0.29529913736066543,0.29529913736066543,0.0,0.025264234768754695,0.0,0.025264234768754695,0.09050506996152892,0.07881198217042351,0.46229283797758675,0.025919059985206386
6260,0.2523659796171894,0.2523659796171894,0.0,0.29353471121165015,0.29353471121165015,0.0,0.030234748422274006,0.0,0.030234748422274006,0.10698751072591688,0.09338357131169653,0.46229283797758675,0.0311773889331306
